id,name,popularity,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre,
3IvUo0t6f14nnRQW6YZA5T,"Shimmering ""Ave generosa""",37,Ola Gjeilo,0.0926,0.0719,0.0526,0.992,0.00722,0.0645,0.0351,21st century classical,
1fQTrgLdr2yYAp9JZNCnBF,You & I (Samson's Lament) (feat. Tim McTague & JGivens),37,Christon Gray,0.6700,0.58,0.0549,0.147,0.000208,0.337,0.619,christian hip hop,
4NH7oWDU6wzIFV51AQZmKz,Betel,37,Jéssica Augusto,0.7110,0.905,0.0587,0.00882,0.000141,0.0518,0.61,unknown,
6ycTCwfxKVLe0aYmfFMvDH,We Don't Never Stop,37,DJ Matheus Lazaretti,0.9080,0.716,0.0426,0.107,0.0409,0.123,0.617,unknown,
79vLx4gnWA0YaWXR9cfLbH,Ain't No Grave,37,Zach Winters,0.5560,0.36,0.0307,0.726,0.00000189,0.0786,0.176,christian uplift,
6dEcyhq8Xrs3uz3DIWEGV6,Here For My Habits,37,Ängie,0.4660,0.758,0.11,0.0051,0.0000011,0.332,0.364,escape room,
1LXfj0PBVjPNzqsccwkAiy,Shame Resurrection,37,Andrea Di Giovanni,0.2970,0.622,0.18,0.133,0.00000478,0.0971,0.29,unknown,
4eTcEMriZAAbmfyl8Abp0i,boys don't cry,37,morgxn,0.5520,0.486,0.0359,0.491,0.000329,0.225,0.262,unknown,
3hBBKuWJfxlIlnd9QFoC8k,What Lovers Do (feat. SZA),37,Maroon 5,0.7950,0.615,0.0671,0.0786,0.00000298,0.0855,0.393,pop,
2Woz2StfKYFReHhzOP8z74,God of Thunder,37,Kyle Kinane,0.5030,0.883,0.951,0.82,0,0.95,0.35,comedy,
4u5Nv6IvDLGLKj7yKLBUtR,Quote,37,Steven Wright,0.3760,0.994,0.897,0.877,0,0.711,0.0312,comedy,
7eRuuEdXgEu6i6JFfldP0L,Ants,37,Steven Wright,0.4860,0.931,0.935,0.8,0,0.687,0.0563,comedy,
5E5zfF5z15dKbwNdi0q4cC,Jettski Grizzley (feat. Lil Pump),37,Tee Grizzley,0.8680,0.84,0.175,0.0834,0,0.329,0.439,detroit hip hop,
72yHa0Zcman8jBILFZHnpG,Alright,37,Kendrick Lamar,0.7960,0.75,0.226,0.0635,0,0.0845,0.5,conscious hip hop,
63jyY5B89edQx8WUPUgqsz,Backstreet Baby,37,Dana Fuchs,0.6680,0.86,0.0775,0.03,0.00000164,0.0947,0.62,hollywood,
07FsL3niKWz19cGPDYX5z2,Laughin' or Crying,37,The Wood Brothers,0.4370,0.419,0.0621,0.143,0,0.124,0.571,deep new americana,
0ZQ9kfBMuCDLKqVPasJAaa,Let 'Em In,37,The Bros. Landreth,0.7680,0.446,0.0313,0.167,0.00000536,0.151,0.489,canadian folk,
44ZXUxKN8VqKs0BScqJidl,I Will Not Surrender,37,Curtis Salgado,0.3710,0.157,0.0416,0.956,0.65,0.108,0.231,blues,
3PV1IhCxzSM59mn5vx2UwO,Long Shot  Lost Cause,37,Post Season,0.5210,0.983,0.105,0.000885,0.00000127,0.182,0.312,anthem emo,
7zAgvPtO1JnNGC3iLIl8LF,Collide,37,You vs Yesterday,0.4050,0.929,0.107,0.00336,0.00192,0.0858,0.54,anthem emo,
6HR9wV5qqubWypqNarnsRY,My Bad,37,Gardenside,0.5390,0.921,0.106,0.00523,0,0.177,0.639,unknown,
0xeHrqvJVonxLfhhklFSsp,Rough Diamond,37,Madleen Kane,0.7400,0.662,0.0505,0.0324,0.092,0.0603,0.93,deep disco,
698IvVGhjBkdnCyGqzKF1Z,Mississippi,37,The Secret Sisters,0.4870,0.387,0.0389,0.701,0.0000327,0.117,0.285,folk-pop,
6CBTV1qJCMsg2nVxWbQ5tw,Blue Ridge Mountain,37,Hurray For The Riff Raff,0.6070,0.477,0.0301,0.911,0.128,0.333,0.873,alternative country,
5NyTn307OHKvlWjbNrAHaB,Destroyer,37,Dead Man Winter,0.5110,0.813,0.0357,0.00549,0.00207,0.0969,0.826,alternative country,
0dA2Mk56wEzDgegdC6R17g,Stay (with Alessia Cara),38,Zedd,0.6790,0.634,0.0654,0.232,0,0.115,0.498,complextro,
5aAx2yezTd8zXrkmtKl66Z,Starboy,38,The Weeknd,0.6810,0.594,0.282,0.165,0.00000349,0.134,0.535,canadian pop,
395C2pn0PdOYPzM4B1jLoO,Sex on Fire,38,Kings of Leon,0.5440,0.903,0.0545,0.00166,0.00632,0.1,0.432,garage rock,
5TG4PLHEIZPiUlK4osfFcm,Bodies,38,Pale Seas,0.4800,0.568,0.0293,0.0321,0,0.105,0.42,shimmer pop,
7kV2X1k53MtgkLpz5PKDe6,Us & Them,38,Mona,0.3470,0.854,0.0781,0.0412,0.00000377,0.0864,0.385,unknown,
513vyBdge2xHB2OpMGlP14,Disappear Here,38,Bad Suns,0.6040,0.907,0.0699,0.0103,0,0.102,0.499,indie pop,
0JAMI01LCOOGFSSok2HgnZ,Revolution,38,Van William,0.4420,0.655,0.0382,0.342,0.00000396,0.184,0.541,unknown,
4p3ilGFElXPYzCYpvGl5fS,The Crossing,38,Ola Gjeilo,0.2090,0.0548,0.0371,0.963,0.89,0.106,0.0366,21st century classical,
3TauXOoTRphWA210pt1BmP,Lifestyle,38,Ahmed Khan,0.8230,0.724,0.0472,0.0226,0,0.151,0.689,unknown,
0kCuF2olxKhzL2Cdf8Rq4x,Buzz - DJ Chetas Remix,38,Aastha Gill,0.6580,0.867,0.166,0.485,0.00215,0.104,0.535,unknown,
7I22d1chPhaG66zoMVOGvD,Love Somebody,38,Francesca Battistelli,0.6280,0.873,0.0411,0.0151,0,0.176,0.871,anthem worship,
1ZydBTjRdYAM90mgiqeuUU,Crazy About You - Dave Audé Radio Edit,38,Plumb,0.5890,0.712,0.0532,0.012,0.000131,0.0862,0.247,anthem worship,
5H9OmPHrMyxfe0trFCivjq,Reborn,38,Cliff Richard,0.5900,0.782,0.0375,0.365,0.0000018,0.116,0.356,adult standards,
4Lcgga29AKq3hgSqDjcxlM,Blacks - GH Version,38,Chris Rock,0.5300,0.848,0.953,0.82,0,0.723,0.196,comedy,
6C9DCgGm6biaksyPDxphdc,OJ - GH Version,38,Chris Rock,0.5720,0.792,0.945,0.738,0,0.702,0.167,comedy,
4jhrrl7sp4p3tXel1Gz1u7,Inside Voice,38,Jim Gaffigan,0.3660,0.994,0.908,0.795,0,0.982,0.0403,comedy,
2RPl2HMZE0ycVf1UdlpUkA,Blow the Whistle,38,Too $hort,0.9200,0.635,0.309,0.00399,0,0.149,0.545,dirty south rap,
5vWZtlWxxmOlpbDUZgA9Ig,Gin And Juice (feat. Dat Nigga Daz),38,Snoop Dogg,0.5490,0.845,0.2,0.0287,0.000492,0.67,0.351,g funk,
14iIF94MDYiBlefcp3qFrf,Tell Me When To Go (feat. Keak Da Sneak),38,E-40,0.9350,0.732,0.298,0.00659,0.00152,0.112,0.314,dirty south rap,
6YRJNpXpj4npBQyIYokRLS,Up and Down,38,Patrick Sweany,0.6710,0.92,0.0838,0.68,0.00736,0.153,0.794,deep new americana,
2bEuccJk2nIN7Ltlk2Ao5r,Steal Away,38,Walter Wolfman Washington,0.5440,0.381,0.0582,0.307,0,0.104,0.4,louisiana blues,
7dvJOlhONPK5XqLr2CtguR,Crawl,38,Danielle Nicole,0.6480,0.771,0.0291,0.112,0,0.253,0.448,electric blues,
3aoPMIkpSHLvpbKs7iDMcy,Moved,38,The Reverend Shawn Amos,0.6270,0.287,0.029,0.969,0.0105,0.108,0.192,unknown,
4T4T6FNZ09Ykvp3ErY4o9M,It's My Own Fault,38,Eric Steckel,0.3350,0.753,0.0333,0.000557,0.428,0.0927,0.524,modern blues,
5PC7krUUPHl23wJgo8cZeq,No Angels,38,Samantha Fish,0.6350,0.655,0.0837,0.225,0.00149,0.246,0.373,modern blues,
4qhSXqbvwAkVLxCDYq5QHm,Fair Warning,38,Dear Youth,0.4920,0.914,0.0519,0.0014,0.00000961,0.238,0.519,unknown,
2GtgPOTaVgv7T2ydHdtGWL,You.,38,SHADED,0.5140,0.958,0.103,0.000196,0.143,0.153,0.578,unknown,
48u7er1W5xFg6BnRyS4vZ8,Kerouac & Cassady,38,Saves The Day,0.4280,0.766,0.0567,0.000018,0.222,0.348,0.396,alternative emo,
28QZdMCjN5PKaSrfxYYqqk,Ready Player One,38,Justin Courtney Pierre,0.4040,0.979,0.12,0.0000135,0,0.239,0.33,unknown,
7KMa16GMB7qrvaYHVOZWg8,The Boss,38,Diana Ross,0.7010,0.915,0.0359,0.181,0.000362,0.202,0.877,adult standards,
6E65t3G6dyrwDWgCzNV2Ew,Disco Circus - Hardrock Stricker 'Acid Circus' Punkin' Out Disco Mix,38,Martin Circus,0.8080,0.708,0.0612,0.000042,0.849,0.0395,0.723,unknown,
5pYnmyL7PBcILzI4PRcxWW,America's Open Roads,38,Cicada Rhythm,0.5820,0.737,0.0612,0.342,0.00874,0.0867,0.736,deep new americana,
11bzXRZDMKBctnhs8n5vCs,Still Drivin,38,Paul Cauthen,0.6390,0.674,0.0304,0.682,0.000139,0.16,0.743,deep new americana,
3Ryy7GfuYscnxNWbGMcsKt,Illinois Sky,38,Michigan Rattlers,0.4020,0.838,0.0632,0.0183,0,0.156,0.552,deep new americana,
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,39,DJ Snake,0.4760,0.718,0.0576,0.0784,0.0000102,0.122,0.142,dance pop,
309SSdFnorhTPt5zIAdr7g,Hold on to Your Heart,39,The XCERTS,0.5370,0.896,0.0534,0.0267,0,0.107,0.619,british alternative rock,
3VAeTjREoKPY1exOXR4oBm,Go Fuck Yourself,39,Two Feet,0.7650,0.327,0.277,0.571,0.0479,0.0787,0.292,indie poptimism,
7r539iSTidDcjXjdmvXtFe,Palace,39,Matthew And The Atlas,0.5380,0.21,0.0344,0.917,0.0043,0.106,0.411,chamber pop,
5tVxp5ThchxaZ4TFcgqgNt,One and the Same,39,Sam Lewis,0.5730,0.584,0.0375,0.414,0.344,0.0994,0.664,deep new americana,
22irp40MtAAatGBNsWE3du,Sunshine - Explicit Album Version,39,Lil' Flip,0.8160,0.384,0.0852,0.0231,0,0.284,0.836,crunk,
2FbD2sqUmAdjqqCBp0mn2g,Foolish,39,Ashanti,0.6650,0.696,0.0521,0.337,0,0.106,0.711,dance pop,
6so78Of6n85lruqgVHRLW7,Blinded By Your Grace,39,Katherine Jenkins,0.3580,0.357,0.0312,0.905,0.000002,0.184,0.311,operatic pop,
1F9OPMgdvuiCCAaQ6SlgEv,Fear No More,39,The Afters,0.4950,0.591,0.028,0.222,0,0.0882,0.266,anthem worship,
5imVZRKvPa11ggVYgFjH6k,Volver a nacer,39,Lead,0.6210,0.716,0.0363,0.0189,0,0.0783,0.393,latin worship,
4igocq7S2uoD9dnydLTePv,Minha Vida Dou,39,André Valadão,0.3840,0.621,0.0449,0.0953,0.0000119,0.237,0.215,adoracao,
2rzTgJghcCfDdgP0PxjmWx,Orange Skies,39,Nimmo,0.7980,0.652,0.0285,0.0954,0.0000497,0.188,0.411,unknown,
75NIWnnH4Xhxq3IvWq78dm,Pleasure,39,FHAT,0.6910,0.402,0.0927,0.39,0.00000331,0.102,0.578,unknown,
1l9eMMaNZv0hG87CQdargS,Vegas,39,Natasha Leggero,0.5870,0.725,0.921,0.88,0,0.675,0.479,comedy,
5B31KBrpz0F2SxANyDJhnV,Are White People Psyched All The Time?,39,Aziz Ansari,0.7280,0.713,0.942,0.847,0,0.703,0.795,comedy,
2gLkXqcenJBkY6ghgR6l5i,Flaming Youth,39,Kyle Kinane,0.5830,0.807,0.916,0.755,0,0.71,0.338,comedy,
2JzXZOzWVTIvo1FX0Q4hxp,Tossed Salad Man - GH Version,39,Chris Rock,0.5480,0.828,0.937,0.763,0,0.959,0.32,comedy,
4rFFN0ewvEbZwBYzBgD2iz,McDonald's,39,Jim Gaffigan,0.5450,0.96,0.947,0.908,0,0.719,0.183,comedy,
4SefVcIKJLQOo3vNj5raqg,Notorious Thugs - Amended  2014 Remastered Version,39,The Notorious B.I.G.,0.6950,0.888,0.116,0.115,0.00000643,0.194,0.762,east coast hip hop,
7a19ONgUWreV4yZykAy7Ub,Nothing but a Cliché,39,Black Joe Lewis & The Honeybears,0.4330,0.778,0.0282,0.0231,0.545,0.377,0.904,blues-rock,
2fjEqI5psk4oz5H4TzWFUM,Know My Name,39,The Bones of J.R. Jones,0.5950,0.53,0.0741,0.135,0.012,0.0672,0.414,deep new americana,
0M0IK0joSJa7hvQStUBedu,I'll Keep Ramblin',39,Blackberry Smoke,0.3210,0.969,0.119,0.00668,0.333,0.278,0.197,country rock,
5D63bKbqnQFWOcnZN7vOJR,Look on Yonder Wall,39,Keb' Mo',0.7010,0.592,0.0446,0.403,0.00592,0.0927,0.829,blues,
2aXKckAZJNuNO2XQTCy4V3,Make It Move,39,Jonny Lang,0.6430,0.473,0.118,0.46,0,0.117,0.643,blues-rock,
6TeRYky3LaAFfAoMDoRHdW,Holler,39,Band of Rascals,0.3690,0.853,0.0692,0.0277,0,0.198,0.383,modern blues rock,
7081i5O4hyMCLd4T1Lgsce,Tell Me,39,SHADED,0.5610,0.952,0.0882,0.000181,0.00125,0.3,0.691,unknown,
2IB15NfnF9p1l8W5MrCdv3,Woe Be Gone,39,Better Days,0.3690,0.96,0.104,0.0027,0.00000263,0.353,0.678,unknown,
4jHp4oCpuVZ8dMF9tlfdRc,Side By Side,39,Saves The Day,0.4370,0.796,0.0917,0.024,0.00000385,0.604,0.542,alternative emo,
5JOrJKe7DBqxHe3AT9lkBA,Think (About It),39,Lyn Collins,0.7730,0.525,0.252,0.223,0.0002,0.0536,0.743,deep funk,
4jWoqT4YPGgsUSPC83pd8h,Rock the Boat,39,The Hues Corporation,0.6050,0.726,0.0657,0.224,0,0.138,0.858,unknown,
148SoRvuBBJrp32LMS4aEk,Truck Stop Gospel,39,Parker Millsap,0.4970,0.855,0.0521,0.0742,0.0000297,0.255,0.855,deep new americana,
5p3JVhXUX3KQxaBp4D9pHy,Cracked Windshield,39,Hiss Golden Messenger,0.6990,0.256,0.034,0.585,0.000739,0.115,0.2,alternative country,
4aWmUDTfIPGksMNLV2rQP2,Despacito (Featuring Daddy Yankee),40,Luis Fonsi,0.6600,0.786,0.17,0.209,0,0.112,0.846,dance pop,
1xznGGDReH1oQq0xzbwXa3,One Dance,40,Drake,0.7910,0.619,0.0532,0.00784,0.00423,0.351,0.371,canadian hip hop,
5s5t0OFg9lIlBFaCI14K1i,She Will Be Loved,40,Maroon 5,0.5240,0.711,0.0405,0.0567,0,0.134,0.539,pop,
1vrXl5UJBWRJJxjCyCRPMv,Leaving,40,Castlecomer,0.6410,0.445,0.0286,0.213,0,0.143,0.327,unknown,
3iVSWNMHwn7cHxeJ7a5Fwl,Call Me In The Afternoon,40,Half Moon Run,0.5470,0.884,0.043,0.335,0.000189,0.151,0.637,canadian indie,
7A6lmFpkYkHTYQqkKzo71z,Friends,40,Raury,0.6640,0.668,0.0278,0.000879,0.22,0.195,0.623,indie r&b,
0AXVGjlzkolKVm7ZnD6pqB,Saint Elizabeth,40,Kaia Kater,0.5190,0.279,0.0419,0.929,0.000116,0.0801,0.4,unknown,
2JKprlOn7EiSpFZPysLRBm,"Sunrise Mass: Kyrie ""The Spheres""",40,Ola Gjeilo,0.1730,0.0486,0.0394,0.993,0.374,0.0751,0.0301,21st century classical,
1Asz0xznBL1uDU2eMZP2wR,The Rose,40,Ola Gjeilo,0.1600,0.243,0.0365,0.956,0.937,0.0972,0.0551,21st century classical,
0uXHzHGbTFfD9nIaBgWbvy,Hookah Hookah,40,Bilal Saeed,0.8900,0.656,0.12,0.0691,0.0000163,0.0654,0.572,bhangra,
0RVTSovFLWWaU1VIA1FQvb,Libre Soy,40,Evan Craft,0.5670,0.881,0.0727,0.00122,0,0.967,0.389,latin worship,
21IsQL9pmHmj27TMHKaDR7,Queremos Te Ver (feat. Kemuel),40,Mariana Valadão,0.4160,0.535,0.0328,0.0146,0,0.131,0.0468,adoracao,
5V8oPa4p9xrBdn1uZh81oP,Asombrado,40,Fuego,0.4900,0.542,0.0277,0.124,0.0000021,0.312,0.316,latin worship,
5ykpyFtD1RI61aDUMCSFI9,Lifestyle,40,Dizzy Fae,0.8800,0.531,0.0511,0.266,0.0747,0.0938,0.489,escape room,
4IMAPjG9QUxd76mMuPvbIN,Gay Marriage & My Uncle Pete,40,Wyatt Cenac,0.6820,0.868,0.946,0.87,0,0.95,0.747,comedy,
2TEUMW7NKznqreRveD5eqB,Getting The Sniffles On A Flight,40,Aziz Ansari,0.7470,0.63,0.937,0.76,0,0.861,0.964,comedy,
0WXOoYe9qmHeMlU3FdObDW,Detroit Rock City,40,Kyle Kinane,0.5310,0.89,0.944,0.776,0,0.929,0.296,comedy,
5HVUJkKFTLZAumcHUBxbiW,Hot Air Balloon,40,Mitch Hedberg,0.4640,0.961,0.945,0.911,0.0000074,0.53,0.132,comedy,
6JIz1Okzl3I5DxepVFpJHX,4 Kids,40,Jim Gaffigan,0.5800,0.959,0.936,0.899,0,0.79,0.119,comedy,
6QoAbC7Goquys7vP8yqQoa,I Need,40,Tiara Thomas,0.7000,0.227,0.139,0.419,0.000112,0.0562,0.385,deep pop r&b,
0PdMeFczpVSik00axjdcHp,Dream Sequence,40,Circles,0.3010,0.875,0.0608,0.000322,0.000563,0.395,0.461,djent,
0ezPpXJ1uJUsMrWSjMezMr,Crystal Clear - Bonus Track,40,Jason Isbell,0.4730,0.706,0.0305,0.0808,0.000167,0.0958,0.825,alternative country,
22yeq3ujAg0PKDXwCFxuRK,Would You Take My Blood?,40,Shemekia Copeland,0.4950,0.592,0.0917,0.39,0.0000258,0.235,0.599,blues,
1Dd4FkykptluOBi91SxJHC,Preacher,40,Lincoln Durham,0.5890,0.637,0.0717,0.00843,0.00000644,0.404,0.53,modern blues,
3f3Af84810qOSk8iLSqW3L,Crusin for a Bluesin,40,Bernard Allison,0.5940,0.827,0.0304,0.00927,0.0156,0.118,0.846,blues,
2e6RYZToDNxzu9LbqiZ9sg,Overcast,40,You Know The Drill,0.4710,0.96,0.129,0.000963,0,0.0487,0.452,anthem emo,
75hyY0jy2Q2ejgpFc5a5ZC,So Poetic,40,Sundressed,0.5770,0.846,0.0371,0.00396,0.000064,0.117,0.79,anthem emo,
01nWHvzaRCZURcJnNOqWzI,Disconnected,40,Sleep On It,0.5460,0.922,0.0509,0.00385,0,0.326,0.789,anthem emo,
6pVaWFbEeNn2QNs58LL5mu,The Band Plays As We All Go Down,40,MxPx,0.4090,0.967,0.0539,0.000255,0,0.107,0.593,christian punk,
7gf8RSp7UMX1RvztvmlzNZ,Brick House,40,Commodores,0.8470,0.733,0.0611,0.0424,0.00302,0.0334,0.608,adult standards,
6ROYRN62aRbyx9GEJ6uzF1,The Hills of Katmandu,40,Tantra,0.6980,0.473,0.0423,0.0111,0.808,0.092,0.179,unknown,
3tnyO7C6TsLMsJxVSQ7qft,Just Say When,41,Nothing More,0.4180,0.313,0.0353,0.812,0,0.107,0.382,alternative metal,
6eUvsvx8WmItxe68EYEw4S,Happy People,41,Deal Casino,0.6320,0.38,0.0255,0.456,0.0587,0.112,0.482,new jersey indie,
1m9Y0ylmK6lByLFLrp2FwZ,Into the Night (Radio Edit),41,Pale Seas,0.3930,0.765,0.0309,0.000761,0.0598,0.435,0.321,shimmer pop,
7BavE1d2aOHrkGQPSyoDbh,Lean,41,Blonder,0.5980,0.641,0.0345,0.00604,0.209,0.151,0.585,unknown,
168Vc6GtKTO6CxypymkDxo,Let This Remain,41,Alana Henderson,0.4840,0.346,0.033,0.709,0.756,0.0999,0.283,unknown,
2xpwxgIgOMuEuSLOdDZN02,Appalachia (On the Back Porch),41,Josiah and the Bonnevilles,0.5050,0.381,0.0352,0.897,0.0000011,0.0895,0.482,unknown,
2e2pFa4hLElK0e84tfwAmi,Falling Water,41,Peter Oren,0.6010,0.214,0.0585,0.812,0.0000982,0.106,0.24,unknown,
0OE8En5mnixbdVPm51f3Rc,Can I Stay,41,Ira Wolf,0.4690,0.296,0.0269,0.796,0.0000264,0.101,0.312,chamber pop,
7n4T8CRVo55rXpX2wvtRdF,Serenity (O Magnum Mysterium),41,Ola Gjeilo,0.0828,0.0636,0.0549,0.992,0.931,0.0633,0.028,21st century classical,
5QhtE8F6sCVmAj9hLsHfK7,The Lake Isle,41,Ola Gjeilo,0.2170,0.121,0.034,0.956,0.953,0.0921,0.102,21st century classical,
6SN16bKVDLUYvKvjAuNng7,Kya Kehte Ho,41,Badshah,0.6630,0.397,0.122,0.174,0,0.0748,0.299,desi,
1EJsnnM8Mc4jzUfXOQ67hr,Drunk on You (feat. Hard Bazy),41,Abeer Arora,0.6630,0.91,0.044,0.156,0,0.218,0.599,unknown,
6pcUgPCGODHAL7Mzx73eVG,Fiesta,41,Nish,0.7880,0.7,0.131,0.0942,0,0.117,0.673,unknown,
2kTpFMQX0teNqcWMrQv4G0,Bad For You,41,MERLOT,0.6730,0.557,0.0705,0.19,0,0.0813,0.468,unknown,
2SDZOfgBqgwwCfpYAHJZZS,WHAT DO U LIKE,41,jesse saint john,0.7230,0.578,0.0561,0.0101,0.0000286,0.045,0.551,unknown,
6Lrw4sfbMrjEyO8jZc53u0,Some Thoughts About Television,41,Wyatt Cenac,0.6060,0.904,0.935,0.854,0,0.666,0.231,comedy,
3VXbNAMH4NbyciYBtUzZAK,Hip Hop,41,Natasha Leggero,0.4730,0.858,0.94,0.872,0,0.779,0.388,comedy,
2ULmjTNKicNAC0HAyYa47y,Banter #1,41,Dane Cook,0.5250,0.958,0.933,0.83,0,0.956,0.785,comedy,
3rK8rvri4R1VSslIwbdDWc,Self Assassination,41,Dane Cook,0.6930,0.85,0.491,0.815,0,0.952,0.799,comedy,
09NFJAK99VbybMtHjcTOHJ,Great Expectations,41,Kyle Kinane,0.5170,0.879,0.939,0.75,0,0.707,0.317,comedy,
7Mf1UkBKNgMaKOQ62Hp7ps,That's What I Do (skit),41,Sarah Silverman,0.5470,0.729,0.915,0.784,0,0.677,0.334,comedy,
5Kjf7kWia6Ey8nRM4Mgj5l,Gettin' In the Way,41,Jill Scott,0.7080,0.4,0.148,0.161,0.00000244,0.104,0.398,funk,
4wrSKFdEWaTPtO6jNmmsQo,Good Vibes,41,Rebelution,0.7320,0.727,0.111,0.174,0,0.12,0.831,reggae rock,
6Kue5QZMQriRgvhPYUgFmr,No Complaints,41,Metro Boomin,0.9170,0.478,0.115,0.0797,0.0844,0.0726,0.185,trap music,
4BpkEfYLfGyLx1ty2vhY2y,We Made It,41,Cedric Burnside,0.7240,0.746,0.0292,0.0223,0.0346,0.292,0.819,modern blues,
2b1akqaINKryMyWyNe1WZL,I Wouldn't Treat a Dog (The Way You Treat Me),41,Mike Zito,0.7210,0.582,0.0262,0.0478,0.00224,0.2,0.778,blues,
4wJUQsT5D2LpNnB0HPrsBm,Up and Down,41,Patrick Sweany,0.6700,0.919,0.0835,0.685,0.00746,0.156,0.792,deep new americana,
50vAHJzOzTxShm3a79TFPU,The Duffler,41,Fantastic Negrito,0.4850,0.716,0.147,0.00456,0.026,0.214,0.517,bay area indie,
2VHZZgvq66rlhzlzuBs0zs,Nine Below Zero,41,Buddy Guy,0.3030,0.767,0.0333,0.128,0.0399,0.309,0.418,blues,
1aYCoLkMLlZZ7OYt67i6DS,Sound Of A Broken Man,41,Tinsley Ellis,0.6390,0.895,0.0511,0.144,0.164,0.0637,0.96,blues,
7nBAJ96swFAdIOggclhKq8,Come on in My Kitchen,41,Larkin Poe,0.5310,0.25,0.0493,0.96,0.0000169,0.071,0.425,unknown,
3tqlM5RYKlmMys55If1yy4,Spine,41,Chief State,0.4930,0.971,0.069,0.0000134,0.0000107,0.274,0.417,anthem emo,
5X3jgP0drqJ2GfhXdcCCw3,Fade Away,41,Stuck Out,0.4850,0.955,0.0744,0.000873,0.00000885,0.152,0.304,anthem emo,
22P9rbM3of2anwOn9kz520,Vertigo/Relight My Fire,41,Dan Hartman,0.7390,0.829,0.0346,0.00852,0.674,0.285,0.927,disco,
39GAqGdqxFWHh5OkEHcAqk,Whistle Bump,41,Deodato,0.6860,0.791,0.0398,0.192,0.958,0.0844,0.966,bossa nova jazz,
0e3fS7ev8b9fLjYkDnH853,Lost + Found,41,Hugh Masterson,0.4880,0.717,0.0284,0.0028,0.00472,0.162,0.682,unknown,
43LfXgo3m1nLWk0Mc6HYbD,My Love (The Storm),41,Amanda Shires,0.5980,0.415,0.0289,0.11,0.226,0.211,0.486,alternative country,
3L0lIF7SMOz1nYAngGqQrn,Carolina Drama - Acoustic Mix,41,The Raconteurs,0.4090,0.496,0.0325,0.668,0.0000861,0.123,0.709,alternative rock,
5xQ6eF5z3gloAUbftgMi0b,El Todopoderoso,42,Héctor Lavoe,0.5700,0.74,0.0552,0.204,0.0000162,0.07,0.605,boogaloo,
69Ej1xrGjOcHvIMtMKxK0G,Dile,42,Don Omar,0.8310,0.716,0.119,0.166,0.000023,0.0545,0.655,latin,
7E4A4C0GkJxBNTbH5GGK9m,Big Ideas,42,The Boxer Rebellion,0.4240,0.742,0.0382,0.00307,0.341,0.409,0.38,chamber pop,
40KHZqR1ADbcSAVzuzrmLm,Scarecrow,42,Lukr,0.5420,0.661,0.0356,0.307,0.000365,0.123,0.278,unknown,
5EeMYgfcEoRLnxw6CUUVfm,Get Hurt,42,The Gaslight Anthem,0.5260,0.688,0.0311,0.0598,0.00322,0.0819,0.503,heartland rock,
6u4IPQPDP1sJMEUA4xqIi5,Every Step That I Take (feat. Portugal The Man & Whethan),42,Tom Morello,0.5250,0.765,0.259,0.0115,0,0.46,0.53,unknown,
0TXCRTsqBgwlWnEOG2nijQ,To Chicago,42,Ciaran Lavery,0.7410,0.393,0.0521,0.802,0.00014,0.11,0.664,chamber pop,
1ddHihu1w1Kq1MkeWQUgmC,Caught in My Eye,42,Kevin Morby,0.7030,0.645,0.0312,0.769,0.00632,0.116,0.301,art pop,
2JBEmEyMg2MNE2eoUJILfI,Sienna,42,Ola Gjeilo,0.0962,0.0206,0.0401,0.978,0.789,0.115,0.0708,21st century classical,
5lyouy89yVyuaR7S0HF6Ir,Lost Our Way,42,Raxstar,0.5610,0.635,0.288,0.0459,0,0.17,0.55,desi,
1g0RCr8hsUX8GD4M5FxQCd,Nur El Ain,42,Nafees,0.6830,0.618,0.0441,0.08,0,0.316,0.56,unknown,
0desJH8bu68LRIzBCe3Cnv,I Need a Night Out,42,Chelcee Grimes,0.6970,0.762,0.0667,0.0563,0.00000839,0.32,0.716,unknown,
1feZqaom7pL0fiGSaavCpK,Tell Me That,42,Tim Chadwick,0.5440,0.782,0.0765,0.27,0.00000127,0.083,0.44,unknown,
4n8df1lKaP8on42bdQJHcz,I Know A Place,42,MUNA,0.6850,0.9,0.151,0.137,0,0.2,0.779,dance pop,
3rmoeqxBS6J7tqxfaRGbHp,Medieval Times,42,Wyatt Cenac,0.5040,0.933,0.937,0.846,0,0.823,0.257,comedy,
4eyr98HAV2khpsnWc2EJLc,Faux Fur  Diamonds & Jizz,42,Natasha Leggero,0.4600,0.892,0.935,0.875,0,0.651,0.223,comedy,
0Bw1lOGls2XMMUGXlEH89G,Girl  You Ain't Got No Arms,42,Natasha Leggero,0.5080,0.75,0.949,0.867,0,0.87,0.499,comedy,
7bmYqcVoDcYrDqgfzVI7N8,As Little As Possible,42,Natasha Leggero,0.5650,0.798,0.932,0.891,0,0.935,0.535,comedy,
2I0eY8mBAE0e5EInFxbCzT,CVS,42,Aziz Ansari,0.7030,0.593,0.951,0.742,0,0.727,0.28,comedy,
0ojSU3QoovuJxwVYk34opc,My Cousin Harris,42,Aziz Ansari,0.6570,0.622,0.944,0.804,0,0.917,0.395,comedy,
