id,name,popularity,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,genre,
68eq9TwlS3mLo087cXwCS7,Phantogram Freestyle,0,A$AP Rocky,0.5670,0.836,0.316,0.439,0,0.679,0.716,east coast hip hop,
6ouN78qXBfy4V3HaTaXKAL,Spelling Bee,0,Kevin Hart,0.6820,0.593,0.942,0.816,0,0.768,0.301,comedy,
0xm8PZb1D5YFpLJBLZXQYg,My Dad Was On Drugs,0,Kevin Hart,0.7400,0.554,0.944,0.751,0,0.689,0.378,comedy,
3ic2TvJV4NoVyu0JRkQGFd,Financial Lane,0,Kevin Hart,0.6940,0.532,0.886,0.768,0,0.0689,0.361,comedy,
67pepxJfauIrTZtXPOHH0C,Cousin Al,0,Kevin Hart,0.7150,0.512,0.926,0.719,0,0.748,0.459,comedy,
2Qyvf1zsXgJdrw2TDvBcsd,Daughter's Birthday Party,0,Kevin Hart,0.6240,0.595,0.953,0.723,0,0.578,0.325,comedy,
0GBpUn4BTShmFYx1lzY171,Mothers Club,0,George Carlin,0.6100,0.556,0.96,0.905,0,0.672,0.682,comedy,
3cIdJjZclr2fbKs4mbeSts,Killer Carlin,0,George Carlin,0.6620,0.811,0.913,0.873,0,0.675,0.633,comedy,
5mAd6Qbv9DuwXsMUJkuWKq,Capt. Jack & Jolly George,0,George Carlin,0.6880,0.806,0.905,0.949,0,0.693,0.618,comedy,
5DuxYjcuebFPontojL1NEE,War Pictures,0,George Carlin,0.6110,0.546,0.961,0.921,0,0.147,0.505,comedy,
5BCVprFLAdAEnt9QY2OUmE,The Cool World,0,George Carlin,0.6450,0.525,0.874,0.971,0.0000174,0.728,0.345,comedy,
5egzDyab2mEVulm0HjVOvK,You Too & Stuff,0,Brian Regan,0.5570,0.635,0.887,0.794,0.00000288,0.921,0.213,comedy,
0IdkGJ69GdLqytpL2y9dfR,Hooked On Phonix,0,Brian Regan,0.4450,0.543,0.938,0.807,0.0000013,0.67,0.356,comedy,
3h4xu8KZCQBRrnrDbg2yyL,Stupid In School,0,Brian Regan,0.5120,0.518,0.921,0.794,0,0.681,0.278,comedy,
4QnLEwmk9lLp4WqFWMfP4F,Crank Calls,0,Brian Regan,0.6120,0.501,0.936,0.8,0.00000321,0.781,0.464,comedy,
1Gko03WF6z738BGLclrPuU,Lousy In Little League,0,Brian Regan,0.5380,0.444,0.903,0.826,0,0.946,0.334,comedy,
1N68eQ79H3eL9AcIT3zJT4,Chinese Restaurants,0,Pablo Francisco,0.5730,0.519,0.938,0.774,0,0.499,0.492,comedy,
1AmF73CGvmTQrVM9TV7ODs,Telemundo,0,Pablo Francisco,0.4400,0.675,0.929,0.82,0.0000316,0.947,0.297,comedy,
2BQ8Ob4NDF1ujukRTHwSSK,Mentos,0,Pablo Francisco,0.6390,0.524,0.937,0.846,0,0.884,0.888,comedy,
0UgBYgUZwWwHlDq4njcKYK,Intro,0,Pablo Francisco,0.4480,0.698,0.949,0.836,0,0.963,0.295,comedy,
5CvwnHAM8Gmdj6YRdgHFKE,Cloud 9,0,EXO,0.8010,0.726,0.0751,0.15,0,0.325,0.534,k-pop,
2FDLCVX6la1aFBBszid04c,Twenty Four,0,EXO,0.7790,0.811,0.0676,0.213,0,0.0901,0.306,k-pop,
7BuVbxOynraSTEG3beWxu9,Let Out the Beast,0,EXO,0.7670,0.867,0.0533,0.101,0.000399,0.0885,0.885,k-pop,
0Lbsl62lIEEN2Ky7wHhfk6,Don't Leave Me This Way,0,Harold Melvin & The Blue Notes,0.3880,0.903,0.114,0.0267,0.00000113,0.0809,0.587,classic soul,
5sThUCSsPErOiBzWDNkHZl,Back To Free,0,Drake White,0.5150,0.718,0.0317,0.00435,0,0.101,0.296,canadian contemporary country,
6DKgT7sQbNnHhv4Zx6Pk3W,I'll Be the One,0,Paul Cauthen,0.6300,0.656,0.0276,0.0787,0.000906,0.0953,0.432,deep new americana,
3F76FuWseLvGkcgatzTD9q,LOVE ME RIGHT,1,EXO,0.6250,0.83,0.0764,0.00266,0,0.188,0.757,k-pop,
14xRAc1zbSZZzKaYgkwqdY,PLAYBOY,1,EXO,0.5290,0.722,0.0814,0.213,0,0.102,0.666,k-pop,
5vaor8pp494Z8AZtIpmpda,EL DORADO,1,EXO,0.5920,0.88,0.0724,0.116,0,0.251,0.579,k-pop,
1vXsCZjGd1LW6EVwcPhMc7,나비소녀 (Don't Go),1,EXO,0.5750,0.9,0.0711,0.276,0,0.171,0.716,k-pop,
2aeDN3PkBPJB8cCi59aQS5,Artificial Love,1,EXO,0.6390,0.786,0.287,0.00936,0,0.0694,0.772,k-pop,
6S4S55KPkSB2OEzVrBe3ez,XOXO (Kisses & Hugs),1,EXO,0.7080,0.689,0.0421,0.00678,0,0.441,0.563,k-pop,
7wlPyCWaTMfkYyalMq5jU2,Heaven,1,EXO,0.6960,0.844,0.181,0.0348,0,0.0882,0.761,k-pop,
0t3p2GB0t7hcqpFv8jX9PO,Falling For You,1,EXO,0.6980,0.867,0.0524,0.24,0,0.0999,0.883,k-pop,
6iGojU5pISv3JaJf2AHiCf,Dearly Departed (feat. Esmé Patterson),1,Shakey Graves,0.5760,0.609,0.107,0.303,0,0.164,0.737,austindie,
48eUAlagYc6Az4vfqrvUlT,Lose the Feeling,2,Sundara Karma,0.5860,0.804,0.0309,0.0578,0,0.179,0.661,alt-indie rock,
5VnXYvSCwQL8M7bz9mV59T,Postcard,2,Balance And Composure,0.5540,0.88,0.0346,0.000471,0.762,0.102,0.873,alternative emo,
1TEZxIrbnjr7fCZWoXSFap,At the Purchaser's Option,2,Rhiannon Giddens,0.8860,0.26,0.0574,0.793,0.000429,0.0901,0.516,new americana,
2ONFCvnI85yGmDhXT8HyXj,wokeuplikethis* (feat. lil uzi vert),2,Playboi Carti,0.7830,0.59,0.266,0.0255,0,0.123,0.425,hip hop,
11kWiaqMGj4BMv6syMEFT0,Heebiejeebies,2,Aminé,0.7590,0.496,0.173,0.374,0,0.11,0.56,hip hop,
7MirWQBco3ZiuwvcdYaNSe,중독 Overdose,2,EXO-K,0.4980,0.917,0.164,0.0615,0,0.358,0.652,k-pop,
4vnzhkrgM7PH6RwTW3afZw,Lucky One,2,EXO,0.7310,0.787,0.055,0.169,0,0.0892,0.799,k-pop,
0h6wNxwKqle9va4isnnBXn,Mama,2,EXO-K,0.6290,0.963,0.112,0.00515,0,0.262,0.528,k-pop,
7kOHvrxpc31hHZMDXvqEqQ,늑대와 미녀 (Wolf),2,EXO,0.6430,0.912,0.139,0.0986,0,0.196,0.456,k-pop,
06SGUlo2pYQLmg8h2CsTzO,LIGHTSABER - Bonus Track,2,EXO,0.6490,0.832,0.086,0.13,0,0.414,0.58,k-pop,
7JHiyIBneG5971rM9QFoOD,Hey Mama!,2,EXO-CBX,0.5320,0.859,0.142,0.0662,0,0.684,0.934,k-pop,
6AsyiVAciYZmXBj3l6jp4l,불공평해 Unfair,2,EXO,0.6680,0.877,0.0364,0.0879,0,0.154,0.781,k-pop,
2BWpcvbGIV1mJ0845zFvvF,Breathe,2,Fabolous,0.7190,0.863,0.27,0.278,0,0.336,0.512,dance pop,
3v6ODHelROoBqw2yXJIx6a,From a Window Seat,2,Dawes,0.5390,0.799,0.0435,0.00175,0.0000178,0.185,0.676,alternative country,
6VIU2Lj8k114mUsxtYzZHO,All I Need,3,Cape Cub,0.5270,0.881,0.0459,0.00841,0.00132,0.3,0.463,unknown,
2skqzsjQiPPICFWM8QDu39,Something Here,3,Day Wave,0.4340,0.894,0.0309,0.00376,0.868,0.109,0.632,bay area indie,
28t5gJlJyEF4MyZBx1N5OP,Fountain Of Youth,3,Local Natives,0.3760,0.621,0.043,0.0144,0.00013,0.603,0.228,chamber pop,
1hsCcm0xujceILNvgRfrVB,Big Fish,3,Vince Staples,0.8930,0.551,0.341,0.455,0.00000915,0.351,0.697,conscious hip hop,
6xy9JYFKcpb9L62PRNnYW5,으르렁 Growl,3,EXO,0.6810,0.814,0.0603,0.145,0,0.556,0.876,k-pop,
4mapUx15LvqkxwJQcINhvH,Dancing King,3,Yu Jae Seok,0.7290,0.88,0.0458,0.0185,0,0.0574,0.957,k-pop,
4HVFGYoXHYvL9HRRiqfHeK,Let's All Chant,3,The Michael Zager Band,0.7360,0.606,0.0431,0.00837,0.0125,0.0898,0.622,disco,
7eqbW8NBqH3howfkyJWuSO,Law And Order,3,Love Committee,0.5030,0.89,0.146,0.0211,0.0011,0.541,0.383,unknown,
1zxXEG06gL5D4AHO2DhLxe,Cardiac Arrest,4,Bad Suns,0.6160,0.88,0.042,0.0521,0.000717,0.0539,0.751,indie pop,
5Tl0HJvynZtKdSUMKbFVVX,Hard Knock Life (Ghetto Anthem),4,JAY Z,0.8830,0.659,0.294,0.0814,0.00119,0.0285,0.557,bulgarian hip hop,
63obpKLYuY1q2QP7Cbf29a,Lotto,4,EXO,0.7980,0.867,0.0386,0.0618,0,0.193,0.702,k-pop,
5b3xP1fcetDHbXL6TmQzHs,Sister Decline,4,Danny Bryant,0.5640,0.653,0.0328,0.00147,0.0281,0.091,0.358,blues-rock,
5MJvHM3UwgTJsffqrMGykL,Save Me,4,Danielle Nicole,0.5850,0.694,0.0355,0.0293,0.00451,0.158,0.677,electric blues,
4RJlNsnWg5lPhdEPBe9rIY,Don't Leave Me Here,4,Taj Mahal,0.7840,0.775,0.0389,0.021,0.00351,0.118,0.789,acoustic blues,
2Yt3JBfsdqa1kf237VESkF,Baby Got Gone,4,Kenny Wayne Shepherd,0.5760,0.878,0.032,0.0334,0,0.0383,0.764,blues,
76OxYQuhiGc8VynFHZW2PX,There But For The Grace Of God Go I,4,Machine,0.7900,0.727,0.0823,0.0131,0,0.0666,0.736,j-metal,
56HHp4XoDpUvDVWI6heIfr,Ten Percent,4,Double Exposure,0.5330,0.908,0.13,0.0324,0.0000213,0.0732,0.559,unknown,
6GRf4VLxW85cbjLxQhWGLJ,Double Journey,4,Powerline,0.6580,0.777,0.0431,0.0748,0.875,0.124,0.975,unknown,
25RwxZaRG0R11a4nTBDDlb,Jingo,4,Candido,0.6420,0.849,0.04,0.00402,0.627,0.25,0.767,unknown,
2m1tUYgQnDHGlJjpqGaQw8,Pieces,5,Andrew Belle,0.5000,0.654,0.0316,0.0788,0.00238,0.125,0.323,acoustic pop,
1sfdLryuujVNx5v3SqDIh8,Darlin',5,Goodbye June,0.3490,0.337,0.0293,0.164,0.000279,0.12,0.0389,garage rock,
1L8epx3bjOlIKncbJZRUcd,Youth,5,Glass Animals,0.6480,0.733,0.0306,0.108,0.00473,0.113,0.752,gauze pop,
6lM6yIDZ7kxFsgQCCfaLE2,Monster,5,EXO,0.6180,0.76,0.0596,0.0066,0,0.127,0.541,k-pop,
4jdiqVbH1eUwc4MzDV7GMu,CALL ME BABY,5,EXO,0.6920,0.886,0.0519,0.284,0,0.341,0.879,k-pop,
1UxYNCzvOgMMMvzQe66NIY,Everytime,5,CHEN,0.4230,0.705,0.0384,0.457,0,0.196,0.466,k-pop,
5wPIxKk2MmWvgYXmGlIqrB,Found The One,5,Ben Harper,0.7700,0.748,0.0411,0.345,0.155,0.137,0.966,neo mellow,
3roA54tWFHAeiZKThfOmgL,Boogie Oogie Oogie - Re-Recorded,5,A Taste Of Honey,0.7940,0.505,0.0331,0.111,0.00555,0.167,0.894,disco,
6DX92TuMqOKe0h9vLJIPeg,Give It To Me Baby,5,Rick James,0.7750,0.726,0.0495,0.0529,0.000407,0.095,0.943,classic soul,
5N4EONedI3jGNyI5ac4JFK,"Heart Of Glass (12"" Version)",5,Blondie,0.6610,0.629,0.043,0.00662,0.0164,0.0459,0.69,candy pop,
06sJNNMQV77SYLJQUcmGJ2,I Heard It Through The Grapevine,6,Colouring,0.2250,0.604,0.0485,0.342,0.00153,0.163,0.163,indie poptimism,
08X9m3tpcthgrItjPVAmCu,Devastated,6,Joey Bada$$,0.8370,0.481,0.0801,0.12,0,0.309,0.578,conscious hip hop,
618AH9RmEVaT8Q5oFFmGFX,Bring Me Along,6,Pepper,0.6480,0.543,0.0509,0.18,0,0.273,0.368,jawaiian,
4Nh6q5ZWiGS5BVGQryoOMp,Bad Girls,6,Donna Summer,0.9070,0.562,0.0495,0.00971,0.0386,0.0344,0.964,dance pop,
6HfFoHoJyCrhUj4rQmShXj,Macho Man,6,Village People,0.7010,0.807,0.0661,0.0458,0,0.123,0.767,disco,
5Px0B05xYkSi11zu6c4IPx,Never Can Say Goodbye - Re-Recorded,6,Gloria Gaynor,0.6090,0.869,0.0445,0.362,0,0.301,0.824,disco,
6H9i0Ju6HpyuYojQGeNICQ,White Lines - Re-Recorded,6,Grandmaster Flash,0.8140,0.701,0.0376,0.0103,0.00775,0.132,0.786,conscious hip hop,
54rjlka9h5VCl8ugns7gvt,It's Raining Men,6,The Weather Girls,0.7210,0.885,0.0663,0.299,0.000174,0.701,0.665,disco,
3RflAQ6ffKiJWSsI5wOuW8,Frosty the Snowman,6,Jimmy Durante,0.4600,0.752,0.101,0.528,0,0.106,0.716,adult standards,
2Tij7TQBxCu6zDiDzvjEyY,Merry Christmas Darling,6,Carpenters,0.3670,0.256,0.0306,0.712,0,0.126,0.17,adult standards,
106X4facOVhIkDR3cLBCym,Lady - Hear Me Tonight,7,Modjo,0.7200,0.808,0.0379,0.00793,0.0293,0.0634,0.869,disco house,
7oZqOK8tPseKxt873o5AMM,Drifting on a Summer's Night,7,The Deep Dark Woods,0.5130,0.493,0.025,0.459,0.0942,0.112,0.53,canadian folk,
2faAuMnNFUHn04oTfyHwgQ,Morning Light,7,Wilderado,0.4570,0.582,0.0285,0.00592,0.0000239,0.0847,0.335,deep new americana,
2y3i751Zqcw4JfX3tTQqkQ,Thin,7,Aquilo,0.5920,0.414,0.0586,0.499,0.00586,0.12,0.206,indie anthem-folk,
6CUBgX8bXC5YQCkdgRHqyg,do re mi,7,Blackbear,0.7450,0.595,0.0486,0.00483,0.0000113,0.125,0.169,pop,
4Sj8JZ9zZfl8HaOav5yTVq,1-800-273-8255,7,Logic,0.6220,0.593,0.0414,0.56,0,0.175,0.369,conscious hip hop,
71SDPonZOsIKNtqnaX8LXj,Low Life,7,Future,0.7220,0.331,0.0725,0.337,0.283,0.146,0.102,pop,
2N0NifjyXAdMOB4KBGvBJ6,White Iverson,7,Post Malone,0.6690,0.521,0.0366,0.236,0,0.0802,0.327,pop,
0X1IP1zJNd3FgdiY75n7zW,Follow The Sun,7,Xavier Rudd,0.6130,0.41,0.0433,0.546,0.0000631,0.109,0.18,neo mellow,
1eOziaSzn0gjsH4PsxVD6p,Walk Away,7,Ballyhoo!,0.7450,0.718,0.0392,0.0627,0,0.195,0.852,jawaiian,
6MjyB01eNCjBAXbXWDSvju,Lemonade (feat. Mike Posner),7,Adam Friedman,0.6710,0.788,0.0481,0.323,0,0.0545,0.878,unknown,
7EUiapvzdmXuh191SHrpFT,Blood,7,Breaking Benjamin,0.4750,0.971,0.0824,0.0000416,0.0000366,0.313,0.348,alternative metal,
1B9xPoxaPuIj5FMXE3avtI,"I Feel Love - 12"" Version",7,Donna Summer,0.6920,0.824,0.0405,0.0904,0.753,0.106,0.961,dance pop,
1IpRWsHyGiaE03Z93D5iSn,Do You Wanna Funk,7,Sylvester,0.8030,0.627,0.0356,0.0189,0.000114,0.397,0.632,disco,
0xBUip8pf80321XF6jDYqx,Last Dance - Single Version,7,Donna Summer,0.5300,0.829,0.0558,0.273,0.000255,0.354,0.285,dance pop,
3BCpsMJqenZYUVaM7hLLvI,Heaven Must Be Missing an Angel Re-Recorded / Remastered),7,Tavares,0.6550,0.762,0.0317,0.000444,0,0.158,0.961,adult standards,
5bziXdftjfxCFOeLCFqEXf,Christmas Time,7,The Platters,0.3570,0.414,0.0272,0.838,0.0000016,0.136,0.33,adult standards,
7u6aTzXw1JtiK5sr7XctFs,Bring Em Out,8,T.I.,0.7590,0.891,0.257,0.0298,0,0.141,0.587,dance pop,
17xbKoCF5iDcSb9usFt2yO,Closer To The Sun,8,Slightly Stoopid,0.5620,0.728,0.0275,0.199,0.00405,0.252,0.521,jam band,
19KlLuxA7AxvQpoQYx7zhG,I Need A Dollar,8,Aloe Blacc,0.8380,0.367,0.0396,0.176,0,0.0861,0.961,r&b,
7sZm3bbNyL0Lt78peoS2Hc,I’m Getting Better (And I’m Feeling It Right Now),8,The Record Company,0.2140,0.847,0.111,0.000568,0.00361,0.069,0.791,deep new americana,
5712ELdjcfZsDS9RorYkIF,Ladies Night,8,Kool & The Gang,0.5210,0.786,0.0813,0.0911,0,0.343,0.692,disco,
0MF3XV3L0oGokmU8qxYMba,Feels Like I'm In Love - Original Radio Mix,8,Kelly Marie,0.7200,0.823,0.0268,0.0644,0.00948,0.361,0.854,hi-nrg,
0x3VuSP9TB6yHSpkHB2nPv,We Are Family,8,Sister Sledge,0.7900,0.86,0.0863,0.279,0.000034,0.229,0.845,dance pop,
30WHma5z5Sty54jbtoxYEy,Run Rudolph Run,8,Chuck Berry,0.6790,0.622,0.0961,0.77,0.0000134,0.117,0.961,blues-rock,
0buQG2GvJzuZ0TZZAcWcuM,The Little Drummer Boy,8,Bing Crosby,0.6340,0.167,0.0331,0.873,0.0000166,0.0707,0.523,adult standards,
6c8yicr6W2pOT62TkZu2en,Tell Me You Love Me - Recorded at Spotify Studios NYC,8,Demi Lovato,0.5920,0.44,0.0401,0.26,0,0.375,0.388,dance pop,
7qgYYgpOjye4itvWrl4Oyt,Pass Dat,9,Jeremih,0.8930,0.492,0.0732,0.534,0.0308,0.117,0.223,dance pop,
1mB5iZe1OrN9gYZtLOklI6,Ordinary Girl,9,Rebelution,0.7860,0.669,0.0669,0.000728,0,0.0346,0.832,reggae rock,
6Z6fRmXfG4mr4WwSY4DdKy,Here I Am,9,SOJA,0.7980,0.403,0.0459,0.568,0,0.0984,0.813,jawaiian,
6M7R9BK3Etvt0UNhbHoQlR,Time Bomb,9,Iration,0.7540,0.59,0.046,0.192,0,0.11,0.784,jawaiian,
7eIZ1sT9DePhYJyttE4Nl2,Last Night A D.J. Saved My Life,9,Indeep,0.8510,0.662,0.201,0.047,0.0000276,0.148,0.875,disco,
1Ve7ZUIGhOJNNoxIxDfYKS,Silver Bells,9,Dean Martin,0.3350,0.32,0.034,0.896,0,0.371,0.488,adult standards,
3g1zzHEMoOyRSCKx41IwQm,White Christmas,9,Irving Berlin,0.3200,0.304,0.0308,0.903,0.0000839,0.456,0.2,christmas,
64GQt4msp0mFJ6KuXbDgSs,The First Noel,9,Frank Sinatra,0.2650,0.136,0.0334,0.99,0.535,0.113,0.108,adult standards,
7CkuGk6MDHqoEYjtSXAKTU,Hey Mama,9,Nathaniel Rateliff & The Night Sweats,0.4410,0.548,0.0296,0.175,0.0775,0.0975,0.544,folk-pop,
2Nzm9dtlzWHrYtbAt53NV8,Where My Girls At,10,702,0.7010,0.73,0.0486,0.0334,0.0161,0.232,0.765,girl group,
3Ip0zPANDgqdEqQgt7M102,Day Off,10,Paulus,0.8460,0.832,0.239,0.303,0,0.0788,0.525,unknown,
0OhpOmbSSSlNROas9zGP7N,More Than A Woman - 2007 Remastered Version Saturday Night Fever,10,Tavares,0.6290,0.915,0.0729,0.157,0,0.142,0.757,adult standards,
7p4Yw9WPiAuJaN51H4CRqo,"Heaven Must Have Sent You - 12"" Version",10,Bonnie Pointer,0.8660,0.721,0.0386,0.0927,0.0169,0.055,0.911,disco,
1Ncfo3Q2IT4oc3RG719AIz,Smoke,11,Mosa Wild,0.6120,0.529,0.0273,0.0192,0.436,0.073,0.159,unknown,
79ynnbIoeTY83kAGNycCth,Super Freak,11,Rick James,0.8660,0.74,0.0616,0.0639,0,0.0405,0.961,classic soul,
2Ys2W5325tmTjGggy7u2l4,Have Yourself A Merry Little Christmas,11,Judy Garland,0.2550,0.206,0.0339,0.972,0.00186,0.173,0.115,adult standards,
2v06ZOVTUrUoBNKOCqS22m,Cocoon,12,Milky Chance,0.7350,0.711,0.0318,0.0778,0.00023,0.0916,0.795,german pop,
12AZ6nSJdq3bYgVeza8nSE,Easy Rider,12,Eddie Berman,0.5690,0.472,0.0263,0.499,0.017,0.11,0.326,chamber pop,
1xfqHOTSdVSwzlty8qcdgc,If You Only Knew,12,André K Barrow,0.5810,0.764,0.0417,0.198,0.00000119,0.175,0.384,unknown,
2ThA2HEEfcn47HPh210woX,Don't Stop 'Til You Get Enough - Single Version,12,Michael Jackson,0.8820,0.94,0.0797,0.0675,0.0262,0.115,0.92,pop,
6q4WNR2hLjy57WkJ6kdUci,That's the Way I Like It,12,KC & The Sunshine Band,0.6790,0.815,0.0348,0.179,0.00056,0.349,0.93,disco,
355qbpf35myn397wClXTg8,Y.M.C.A,12,Village People,0.6940,0.968,0.155,0.0296,0,0.0493,0.73,disco,
2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,13,JAY Z,0.7860,0.868,0.3,0.135,0,0.218,0.771,bulgarian hip hop,
5GI8QlM6RlyZjegB9CFk7U,Jungle (Radio Edit),13,Tash Sultana,0.5410,0.718,0.0295,0.178,0,0.0956,0.541,deep australian indie,
1XcAJkpQVrveFPZKo152Is,Wild Horses - Acoustic,13,Bishop Briggs,0.7130,0.264,0.0346,0.66,0,0.111,0.291,modern alternative rock,
3kG2YgxjYnnPBlo7H08Xt3,Mo Money Mo Problems (feat. Mase & Puff Daddy),13,The Notorious B.I.G.,0.8570,0.867,0.0635,0.0271,0,0.128,0.918,east coast hip hop,
1v7nvuF8Or7nTX0hqNg2FA,Raat Di Gedi,13,Diljit Dosanjh,0.6700,0.8,0.0784,0.221,0,0.0716,0.744,bhangra,
5ElSxnej8dnQHSNL9rwzrS,At The End of The Day,13,rocdomz,0.8390,0.532,0.164,0.00239,0.906,0.0537,0.583,unknown,
1kO7sEWIQAVCfABz4SYGkH,Where Is God?,13,Danté James,0.7380,0.358,0.43,0.596,0,0.138,0.619,unknown,
3aqCHBicmd0RaTE0oqPJi2,Keep Moving On,13,Coyote Choir,0.4220,0.751,0.0323,0.00502,0.00438,0.296,0.49,unknown,
3e07PcEvFRAE21NIOuNFZ0,Torn in Two,13,Breaking Benjamin,0.4200,0.942,0.19,0.0000864,0.0183,0.109,0.361,alternative metal,
4edgZcFVRnebJ1F46TDnqr,Feel Like Makin' Love,13,Roberta Flack,0.6890,0.24,0.0305,0.793,0.041,0.13,0.643,adult standards,
0LfDiNqxZxNmcjBZt7bgfl,Some Unholy War,13,Amy Winehouse,0.4750,0.745,0.189,0.0746,0.00007,0.122,0.435,neo soul,
2gbmucSRrPtl9U5M4Jktad,Kissing A Fool,13,George Michael,0.3940,0.274,0.031,0.168,0.00000855,0.105,0.166,dance rock,
4yV74JwUiz7YS59ReFtI3D,Let It Snow! Let It Snow! Let It Snow! - 78rpm Version,13,Frank Sinatra,0.6030,0.321,0.0599,0.881,0,0.34,0.844,adult standards,
4OtHK3jbvvuGHc6rt5SFuT,Wait by the River,14,Lord Huron,0.5440,0.527,0.0245,0.16,0.0888,0.093,0.475,folk-pop,
0bpcZ2nwvOyheTx5XDClso,Pour It Out,14,Jerel,0.7850,0.599,0.065,0.18,0,0.0869,0.883,unknown,
6QjGSLXqD5A0Ja36gXXOCW,So Good,14,Homegrown Worship,0.6380,0.663,0.0296,0.00241,0,0.321,0.73,unknown,
6GErDNwe3jFcswFXTX2GQt,What's Up,14,Todd McCray,0.7360,0.736,0.117,0.0134,0,0.0757,0.623,christian hip hop,
6HEGBUHYDdu9eys1FQ55yZ,Beautiful Mystery,14,Chelsea Amber,0.2090,0.505,0.0321,0.15,0.0482,0.0607,0.1,unknown,
6rnKdOJTdoTVRIn7ufNdb6,Your Light,14,Winicius Nathan,0.5030,0.613,0.0344,0.0133,0.0000315,0.207,0.131,unknown,
3O6HQpzeISpCmZ476CbEz5,I Still Haven't Found What I'm Looking For,14,Natalie Forteza,0.6210,0.455,0.0827,0.873,0.0011,0.115,0.514,unknown,
5tmar0rz4Fo1rUN8NI4yfk,Reach Up,14,Young C,0.6720,0.604,0.126,0.00107,0,0.182,0.114,unknown,
3PUCbqKctngQTqcUk5k1jf,Our Moment,14,JC Kroupa,0.6670,0.84,0.255,0.214,0,0.0975,0.408,unknown,
09kDUI5GLjbJFfBMcsmbzH,Complete in Your Love - Live,14,Bay Hope Worship,0.2570,0.357,0.0323,0.131,0,0.0655,0.0878,unknown,
4Ehkj6F0iGrK2VJ3XgxXkU,God Fights on My Side,14,The Guardians,0.5940,0.925,0.0574,0.0157,0,0.175,0.572,unknown,
6urbtMlgn332LnhXzotoFc,Make Believe,14,Servant,0.4970,0.595,0.0984,0.517,0,0.19,0.236,unknown,
6eZWIkybP2N8KQmbOQiLXp,I’ve Just Got To Forget You,14,Boz Scaggs,0.4860,0.457,0.0281,0.149,0.000356,0.0724,0.272,adult standards,
6i4lgAEUS46EhE3YdIGoBa,Back to Blue,14,Janiva Magness,0.6080,0.592,0.0493,0.173,0,0.349,0.642,blues,
63kU6nqeJE4qR8xVaqGwV4,The A Team,14,Ed Sheeran,0.6420,0.289,0.0367,0.669,0,0.18,0.407,pop,
5jjsm4Jjq8xjDaue3rW9Go,Joy To The World,14,Nat King Cole,0.5810,0.312,0.0329,0.896,0,0.166,0.536,adult standards,
4dkuqcxZh4ljTMkY6q6ZEo,Cry Me a River,15,Justin Timberlake,0.5920,0.671,0.266,0.568,0,0.0974,0.572,dance pop,
14aqr8yZODpQyuqhSxLMTV,Sit Next to Me,15,Foster The People,0.6380,0.738,0.0292,0.117,0.000384,0.689,0.657,indie pop,
588zNOzyZ0NbK8kMwYv5lO,If You Need To  Keep Time On Me,15,Fleet Foxes,0.5210,0.22,0.0314,0.647,0.00814,0.179,0.135,chamber pop,
5ClDPw47BORurTM0yTwuS7,A closeness,15,Dermot Kennedy,0.5260,0.458,0.0384,0.766,0.000335,0.109,0.501,indie anthem-folk,
0Uu93Y0BiC2h01Al6QpvWY,For Wee Folks,15,Joey Alexander,0.4780,0.0757,0.0505,0.973,0.939,0.108,0.233,indonesian jazz,
3yUoY3RsolsoE3n66I6f6V,Clap Your Hands,15,GospelCompagniet (GospelCompany),0.7300,0.559,0.04,0.0761,0.00115,0.0411,0.775,unknown,
3DMhc9kOCKfSYLwOFmqVg8,Where I Belong,15,Graveyards to Gardens,0.2360,0.602,0.038,0.186,0.00000611,0.643,0.234,unknown,
5RpjuJlOl5geMH4FFDzKCY,God is Good,15,Kathleen Carnali,0.4640,0.542,0.0395,0.079,0.0000238,0.0745,0.184,german ccm,
0UodTBf4fjeCEnbTlxLomd,Let Me Find Thee,15,Matthew Smith,0.4610,0.557,0.0297,0.00165,0.212,0.104,0.214,unknown,
7skyQlDK4KhmPAbYbRy7iO,Send Help,15,Lnyx,0.3970,0.501,0.0363,0.181,0.000238,0.111,0.198,unknown,
1iuHveiBEENHLLo9F7ueGH,You're over All,15,Apostles Worship,0.3750,0.834,0.0378,0.0652,0,0.152,0.337,unknown,
7HqtFBLJcilvyUuMav4Y5W,Believe,15,Mumford & Sons,0.3660,0.685,0.0437,0.0343,0.0248,0.232,0.369,folk-pop,
2f14Vwn28w1soYnolluueL,Young Folks,16,Peter Bjorn and John,0.6720,0.857,0.038,0.0128,0.0009,0.16,0.685,alternative dance,
2TYhLK54JX0wrVlXUdLyuP,The Beach,16,The Neighbourhood,0.2450,0.64,0.0608,0.131,0.00000811,0.0766,0.105,modern alternative rock,
58VcgWixvxnMdt4bj29PdQ,It Never Entered my Mind,16,Mulgrew Miller,0.4450,0.223,0.0374,0.921,0.884,0.131,0.225,bebop,
5DmjuTfP9NeOqV9USaid6v,Heart,16,Isaiah William,0.3180,0.435,0.0293,0.248,0.0221,0.346,0.119,unknown,
4A5eegXZx6Bb4tnfza5Wiq,Blessed.,16,Conceptz,0.7100,0.491,0.2,0.232,0,0.595,0.313,unknown,
